Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016]
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,Afghanistan,AFG,..,30.7000007629395,30.1000003814697,29.5,30.6000003814697,29.8999996185303,29.7000007629395,30.2000007629395,29.6000003814697,29.7999992370605,..,..
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,Albania,ALB,..,40.2999992370605,29.2999992370605,26.2000007629395,25.2999992370605,25.7000007629395,25.7000007629395,25.6000003814697,25.7999992370605,26,..,..
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,Algeria,DZA,..,17.5,21.3999996185303,22.5,22.6000003814697,22.2000007629395,22.2000007629395,21.2000007629395,23,23.2000007629395,..,..
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,American Samoa,ASM,..,..,..,..,..,..,..,..,..,..,..,..
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,Andorra,ADO,..,..,..,..,..,..,..,..,..,..,..,..
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,Angola,AGO,..,48.2000007629395,47.2000007629395,46.9000015258789,46.9000015258789,47.2000007629395,47.0999984741211,47.2000007629395,47.2000007629395,47.2000007629395,..,..
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,Antigua and Barbuda,ATG,..,..,..,..,..,..,..,..,..,..,..,..
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,Argentina,ARG,..,32.5,36.0999984741211,35.7999992370605,33.9000015258789,33.4000015258789,33.5999984741211,33.7000007629395,33.0999984741211,32.2999992370605,..,..
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,Armenia,ARM,..,35.5,15.8000001907349,23,20.1000003814697,22.2999992370605,23.2000007629395,23.7000007629395,24.8999996185303,24.1000003814697,..,..
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,Aruba,ABW,..,..,..,..,..,..,..,..,..,..,..,..
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,Australia,AUS,..,62.0999984741211,64.3000030517578,64.8000030517578,61.2999992370605,60.7000007629395,60.5999984741211,59.7000007629395,59.5,59,..,..
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,Austria,AUT,..,52.7000007629395,55.7999992370605,56.0999984741211,54.5,53.7000007629395,55,54.5999984741211,54.5999984741211,54.7999992370605,..,..
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,Azerbaijan,AZE,..,33.9000015258789,31.8999996185303,30.6000003814697,30.3999996185303,28.3999996185303,28.8999996185303,29.3999996185303,30.1000003814697,30.3999996185303,..,..
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,"Bahamas, The",BHS,..,45.5,45.2000007629395,45.9000015258789,36,36.2000007629395,41.4000015258789,39.9000015258789,40.0999984741211,40.9000015258789,..,..
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,Bahrain,BHR,..,37.4000015258789,38.7999992370605,40.9000015258789,40.2999992370605,40.5,39.7000007629395,39.7000007629395,39.2999992370605,38.7999992370605,..,..
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,Bangladesh,BGD,..,56.5,54.5999984741211,54.0999984741211,52.9000015258789,54.2000007629395,54.0999984741211,54,53.4000015258789,53.2000007629395,..,..
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,Barbados,BRB,..,48.7000007629395,46.2999992370605,45.4000015258789,43.2000007629395,42.2000007629395,42.2000007629395,41.9000015258789,42.2000007629395,42,..,..
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,Belarus,BLR,..,37.5,33.0999984741211,33,32.4000015258789,33,33.7999992370605,34.5,34.7000007629395,34.7999992370605,..,..
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,Belgium,BEL,..,30.3999996185303,27.6000003814697,27.5,25.2999992370605,25,25.7000007629395,25,23.7000007629395,24,..,..
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,Belize,BLZ,..,43.2000007629395,44.5,45,42.0999984741211,42.5,40.5999984741211,39.5999984741211,41.5,41.5999984741211,..,..
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,Benin,BEN,..,59.5,56.2999992370605,56.2000007629395,56.0999984741211,55.9000015258789,55.7999992370605,55.7000007629395,55.7000007629395,55.7000007629395,..,..
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,Bermuda,BMU,..,..,..,..,..,..,..,..,..,..,..,..
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,Bhutan,BTN,..,45.2000007629395,45,43.7999992370605,42,44.2999992370605,44.2999992370605,45.2999992370605,43.2999992370605,43.5,..,..
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,Bolivia,BOL,..,48.9000015258789,49,50.7000007629395,50.9000015258789,50.9000015258789,51.2000007629395,51.2999992370605,51.7000007629395,51.7000007629395,..,..
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,Bosnia and Herzegovina,BIH,..,15,13.6999998092651,17,16.5,13.8000001907349,13.8999996185303,12.5,14,14,..,..
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,Botswana,BWA,..,35.7000007629395,40.9000015258789,37.5,39.5999984741211,39.9000015258789,39.7000007629395,39.5,39.7000007629395,39,..,..
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,Brazil,BRA,..,51.5999984741211,53.4000015258789,53.9000015258789,52.0999984741211,52.4000015258789,53.5999984741211,53.9000015258789,53.5999984741211,53.2000007629395,..,..
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,British Virgin Islands,VGB,..,..,..,..,..,..,..,..,..,..,..,..
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,Brunei Darussalam,BRN,..,43.5,40.2000007629395,40.4000015258789,40.4000015258789,40.2999992370605,40.5999984741211,40.9000015258789,41,41.2000007629395,..,..
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,Bulgaria,BGR,..,20.3999996185303,27.2999992370605,29.7999992370605,27.7000007629395,24.3999996185303,22,21.5,21.1000003814697,22.1000003814697,..,..
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,Burkina Faso,BFA,..,74.4000015258789,73.3000030517578,73.1999969482422,73.0999984741211,73,72.8000030517578,72.5999984741211,72.4000015258789,72.4000015258789,..,..
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,Burundi,BDI,..,62.7000007629395,59.0999984741211,58.5999984741211,58.2000007629395,57.9000015258789,57.7999992370605,57.7999992370605,57.7000007629395,57.5999984741211,..,..
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,Cabo Verde,CPV,..,49.7000007629395,49.4000015258789,49.2000007629395,48.7999992370605,48.7999992370605,49,48.9000015258789,49,48.7000007629395,..,..
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,Cambodia,KHM,..,63.5999984741211,74.5,73.5999984741211,73.4000015258789,72.4000015258789,72.4000015258789,72.4000015258789,72.1999969482422,72,..,..
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,Cameroon,CMR,..,42.9000015258789,44.5999984741211,44.5999984741211,44.4000015258789,44.7000007629395,44.7000007629395,44.7000007629395,44.7000007629395,44.5,..,..
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,Canada,CAN,..,56.2999992370605,59.5999984741211,59.9000015258789,55.5,55,55.4000015258789,54.4000015258789,54.7999992370605,55.4000015258789,..,..
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,Cayman Islands,CYM,..,..,..,..,..,..,..,..,..,..,..,..
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,Central African Republic,CAF,..,56.7000007629395,56.4000015258789,56.2000007629395,56.0999984741211,55.9000015258789,55.7999992370605,55.7000007629395,54.7999992370605,54.7000007629395,..,..
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,Chad,TCD,..,50.5,50.4000015258789,50.4000015258789,50.4000015258789,50.5999984741211,50.2999992370605,50.4000015258789,50.4000015258789,50.5,..,..
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,Channel Islands,CHI,..,..,..,..,..,..,..,..,..,..,..,..
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,Chile,CHL,..,26,27,27.8999996185303,25.8999996185303,31,31.8999996185303,31.3999996185303,31.7999992370605,32,..,..
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,China,CHN,..,61.7999992370605,53,51.7999992370605,51,50.2999992370605,50.7000007629395,50.7999992370605,50.7000007629395,50.5,..,..
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,Colombia,COL,..,36.4000015258789,34.5999984741211,35.2000007629395,34.9000015258789,34.5,35.0999984741211,36.4000015258789,38.2000007629395,37.5,..,..
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,Comoros,COM,..,35.4000015258789,35.7999992370605,35.7000007629395,35.5999984741211,35.5,35.2999992370605,35.0999984741211,34.9000015258789,34.7000007629395,..,..
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,"Congo, Dem. Rep.",ZAR,..,40.2000007629395,40,39.9000015258789,39.7000007629395,39.7999992370605,39.7000007629395,39.7000007629395,39.7000007629395,39.7999992370605,..,..
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,"Congo, Rep.",COG,..,40.0999984741211,40,40.0999984741211,40.2000007629395,40.2000007629395,40,39.9000015258789,39.7999992370605,39.7000007629395,..,..
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,Costa Rica,CRI,..,45.9000015258789,46.2999992370605,43.7999992370605,39.2000007629395,39.5999984741211,39.5999984741211,38.5999984741211,38,38.2000007629395,..,..
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,Cote d'Ivoire,CIV,..,48.2000007629395,48.2999992370605,48.2000007629395,48.0999984741211,48,47.9000015258789,48,47.9000015258789,48,..,..
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,Croatia,HRV,..,26,27.1000003814697,27.3999996185303,25.5,22.3999996185303,19.5,16.2999992370605,14.5,15.8999996185303,..,..
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,Cuba,CUB,..,32.0999984741211,35.7000007629395,37,39.7999992370605,39.0999984741211,39.2000007629395,39.2999992370605,39.2000007629395,39.0999984741211,..,..
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,Curacao,CUW,..,..,..,..,..,..,..,..,..,..,..,..
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,Cyprus,CYP,..,39.2999992370605,38.5999984741211,39.0999984741211,36.2000007629395,34.2999992370605,30.5,28.7000007629395,25.2000007629395,26.2000007629395,..,..
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,Czech Republic,CZE,..,38.5999984741211,28.2000007629395,27.7999992370605,26.2999992370605,25,24.5,25.1000003814697,25.7000007629395,26.7999992370605,..,..
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,Denmark,DNK,..,67.1999969482422,65.3000030517578,66.4000015258789,62.4000015258789,58,57.4000015258789,54.9000015258789,53.5999984741211,54.2999992370605,..,..
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,Djibouti,DJI,..,..,..,..,..,..,..,..,..,..,..,..
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,Dominica,DMA,..,..,..,..,..,..,..,..,..,..,..,..
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,Dominican Republic,DOM,..,38.9000015258789,37.0999984741211,38,36.9000015258789,38.5,36.0999984741211,35.5999984741211,35.0999984741211,35.4000015258789,..,..
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,Ecuador,ECU,..,46,47.9000015258789,45.2000007629395,43.2999992370605,45.0999984741211,45.5,45.5,46.2000007629395,45.7000007629395,..,..
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,"Egypt, Arab Rep.",EGY,..,23.3999996185303,24.7000007629395,25,24.7999992370605,25.1000003814697,22.6000003814697,21.2000007629395,19.7999992370605,19.7000007629395,..,..
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,El Salvador,SLV,..,41.7999992370605,42,43.4000015258789,42.2000007629395,42.7999992370605,43.2999992370605,43.2999992370605,43.7000007629395,43.5999984741211,..,..
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,Equatorial Guinea,GNQ,..,69.0999984741211,68,68,67.5,67.6999969482422,67.9000015258789,67.9000015258789,67.5999984741211,66.3000030517578,..,..
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,Eritrea,ERI,..,69.5999984741211,68.9000015258789,68.5999984741211,69.0999984741211,69.0999984741211,69.1999969482422,69.0999984741211,68.9000015258789,68.6999969482422,..,..
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,Estonia,EST,..,27.7000007629395,35.2999992370605,37.2999992370605,29.2999992370605,25.7000007629395,30.8999996185303,32.2000007629395,33.0999984741211,33.5999984741211,..,..
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,Ethiopia,ETH,..,70.4000015258789,72.6999969482422,72.1999969482422,71.8000030517578,71.3000030517578,71.0999984741211,70.6999969482422,71.5,71.0999984741211,..,..
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,Faroe Islands,FRO,..,..,..,..,..,..,..,..,..,..,..,..
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,Fiji,FJI,..,35.9000015258789,32.9000015258789,32.2000007629395,32.5999984741211,32.7999992370605,32.7999992370605,32.7999992370605,33.2000007629395,33.7000007629395,..,..
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,Finland,FIN,..,42.9000015258789,46.4000015258789,46.5,41.2000007629395,40.2000007629395,42.2000007629395,43.4000015258789,43,43.5999984741211,..,..
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,France,FRA,..,28.1000003814697,31.7000007629395,32,30.8999996185303,30.5,30.1000003814697,28.7999992370605,29,29,..,..
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,French Polynesia,PYF,..,..,..,..,..,..,..,..,..,..,..,..
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,Gabon,GAB,..,18.2000007629395,16.2000007629395,16.2000007629395,16.2000007629395,16.7000007629395,16.7000007629395,16.7999992370605,16.5,16.6000003814697,..,..
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,"Gambia, The",GMB,..,58.5,58,57.7999992370605,57.7000007629395,57.4000015258789,57,57.0999984741211,57,57,..,..
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,Georgia,GEO,..,28.3999996185303,21.6000003814697,20.2000007629395,19.7000007629395,20.2000007629395,20.5,21.7999992370605,21.5,22.2999992370605,..,..
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,Germany,DEU,..,47.5999984741211,46.5999984741211,47.7000007629395,46.9000015258789,46.7999992370605,47.9000015258789,46.2999992370605,46.5,46.7000007629395,..,..
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,Ghana,GHA,..,45.0999984741211,36.9000015258789,35.5,37.0999984741211,34.2000007629395,34.9000015258789,35.7000007629395,37.7000007629395,37.2000007629395,..,..
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,Gibraltar,GIB,..,..,..,..,..,..,..,..,..,..,..,..
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,Greece,GRC,..,28.7000007629395,25.2000007629395,24.5,23.7999992370605,21.1000003814697,17.1000003814697,13.8000001907349,12.8000001907349,14,..,..
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,Greenland,GRL,..,..,..,..,..,..,..,..,..,..,..,..
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,Grenada,GRD,..,..,..,..,..,..,..,..,..,..,..,..
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,Guam,GUM,..,..,..,..,..,..,..,..,..,..,..,..
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,Guatemala,GTM,..,54.5,57.7000007629395,57.2999992370605,57.2999992370605,57.4000015258789,56.5,57.7000007629395,57.7000007629395,58.0999984741211,..,..
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,Guinea,GIN,..,52.2999992370605,52.5999984741211,52.5999984741211,53.0999984741211,53.2000007629395,53.5999984741211,53.7000007629395,53.7000007629395,53.7000007629395,..,..
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,Guinea-Bissau,GNB,..,47.4000015258789,49.0999984741211,49.0999984741211,49.0999984741211,49.2000007629395,49.2999992370605,49.2000007629395,49.2999992370605,49.2999992370605,..,..
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,Guyana,GUY,..,37.0999984741211,36.7999992370605,35.7999992370605,35.9000015258789,36,36.2000007629395,36,35.7000007629395,35.5,..,..
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,Haiti,HTI,..,27.8999996185303,29.8999996185303,29.7000007629395,29.8999996185303,29.2999992370605,30.2000007629395,29.8999996185303,30,29.8999996185303,..,..
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,Honduras,HND,..,54.0999984741211,46.5999984741211,46.4000015258789,45.9000015258789,44.5,45,45.5999984741211,45.7999992370605,45.7999992370605,..,..
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,"Hong Kong SAR, China",HKG,..,40.5999984741211,39,37.7000007629395,34.7999992370605,32.2999992370605,33.7000007629395,34.0999984741211,34.7000007629395,35.4000015258789,..,..
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,Hungary,HUN,..,33.0999984741211,20.7999992370605,20,18.1000003814697,18.3999996185303,18.2999992370605,18.7000007629395,19.2999992370605,21.2000007629395,..,..
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,Iceland,ISL,..,68.4000015258789,71.1999969482422,68.5,58.4000015258789,58.0999984741211,59,61.9000015258789,63.7999992370605,64.1999969482422,..,..
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,India,IND,..,41.5999984741211,39.4000015258789,37.2000007629395,35.7000007629395,33.9000015258789,32.7999992370605,31.5,31.6000003814697,31.5,..,..
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,Indonesia,IDN,..,45.2000007629395,39.0999984741211,39.5999984741211,39.9000015258789,38,39.7999992370605,40.2000007629395,39.4000015258789,39.2999992370605,..,..
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,"Iran, Islamic Rep.",IRN,..,25.2999992370605,25.3999996185303,23.2999992370605,23,22,22.1000003814697,22.2000007629395,22.1000003814697,21.8999996185303,..,..
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,Iraq,IRQ,..,19.6000003814697,18.8999996185303,19.6000003814697,19.6000003814697,19.6000003814697,19.5,19.3999996185303,19.5,18.7000007629395,..,..
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,Ireland,IRL,..,48.2000007629395,49.7000007629395,45.0999984741211,35.5999984741211,30.6000003814697,29,28,29.2999992370605,30,..,..
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,Isle of Man,IMY,..,..,..,..,..,..,..,..,..,..,..,..
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,Israel,ISR,..,28.3999996185303,27.6000003814697,28.1000003814697,27.2999992370605,27.2999992370605,26.7999992370605,43.5999984741211,43.4000015258789,42.2000007629395,..,..
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,Italy,ITA,..,26.2000007629395,24.7999992370605,24.6000003814697,21.7999992370605,20.5,19.3999996185303,18.5,17.3999996185303,16.2000007629395,..,..
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,Jamaica,JAM,..,32.2000007629395,32.7999992370605,31.2000007629395,27.6000003814697,24.7000007629395,26.2000007629395,23.8999996185303,22.8999996185303,24.8999996185303,..,..
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,Japan,JPN,..,42.4000015258789,41.4000015258789,41.4000015258789,39.9000015258789,39.2000007629395,39.2999992370605,39.0999984741211,40,40,..,..
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,Jordan,JOR,..,20.2000007629395,19.7999992370605,19.7000007629395,20.1000003814697,18.6000003814697,17.3999996185303,16.8999996185303,16.7000007629395,18,..,..
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,Kazakhstan,KAZ,..,44.4000015258789,43.0999984741211,43,43.5,44.0999984741211,44.7999992370605,45.2999992370605,45.5,45.7000007629395,..,..
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,Kenya,KEN,..,36.7000007629395,33.0999984741211,32.9000015258789,33,33.0999984741211,33,32.7999992370605,32.7000007629395,32.5,..,..
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,Kiribati,KIR,..,..,..,..,..,..,..,..,..,..,..,..
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,"Korea, Dem. People’s Rep.",PRK,..,64.6999969482422,58.5999984741211,57.2999992370605,56.7999992370605,56.5,56.2999992370605,55.9000015258789,55.7999992370605,55.7000007629395,..,..
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,"Korea, Rep.",KOR,..,31.1000003814697,27.7000007629395,25.2999992370605,24.2000007629395,24,24,24.8999996185303,24.6000003814697,24.7000007629395,..,..
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,Kosovo,KSV,..,..,..,..,..,..,..,..,..,..,..,..
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,Kuwait,KWT,..,35.5999984741211,31,30.5,31.8999996185303,31.5,27.5,27.5,27.5,27.7000007629395,..,..
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,Kyrgyz Republic,KGZ,..,41.7000007629395,39.9000015258789,40,39.5,39.7999992370605,40.2999992370605,40.0999984741211,40.7999992370605,41.0999984741211,..,..
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,Lao PDR,LAO,..,67.1999969482422,63.4000015258789,62.7999992370605,62.2999992370605,61.7999992370605,61.5999984741211,61.5,61.4000015258789,61.0999984741211,..,..
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,Latvia,LVA,..,30.2000007629395,38.2999992370605,37.0999984741211,27.3999996185303,26,26,28.7999992370605,31.5,33.4000015258789,..,..
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,Lebanon,LBN,..,24.2999992370605,22.2000007629395,22.7999992370605,22.6000003814697,22.6000003814697,22.8999996185303,23.2999992370605,23.7999992370605,24,..,..
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,Lesotho,LSO,..,41,31.6000003814697,29.8999996185303,29.1000003814697,29.1000003814697,28,28.7000007629395,31.1000003814697,29.8999996185303,..,..
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,Liberia,LBR,..,33.2999992370605,33.5,33.5999984741211,33.5,33.4000015258789,33.4000015258789,33.4000015258789,33.4000015258789,33.4000015258789,..,..
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,Libya,LBY,..,20,21,21,21,20.8999996185303,21.2999992370605,19.8999996185303,19.5,18.7999992370605,..,..
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,Liechtenstein,LIE,..,..,..,..,..,..,..,..,..,..,..,..
